线路,方向记录数,本地起讫,首班,末班,运营公司,状态分类,车来了起讫
B19路,2,广州火车东站总站 ⇄ 杨桃公园总站 / 杨桃公园总站 ⇄ 广州火车东站总站,06:30,22:00,第一巴士,可核对（方向记录已匹配）,广州火车东站总站 ⇄ 杨桃公园（美林湖畔）总站 / 杨桃公园（美林湖畔）总站 ⇄ 广州火车东站总站
B1路,2,体育中心 ⇄ 鹿鸣山总站 / 鹿鸣山总站 ⇄ 体育中心,06:00,22:30,广州第一巴士客运公司一汽巴士电车分公司;广州第二巴士客运公司;广州第三巴士客运三汽分公司,可核对（方向记录已匹配）,BRT体育中心4 ⇄ 鹿鸣山总站 / 鹿鸣山总站 ⇄ 体育中心④
B20路,2,天河儿童公园北门总站 ⇄ 广州火车东站总站 / 广州火车东站总站 ⇄ 天河儿童公园北门总站,06:30,22:30,广州巴士集团有限公司第三分公司东片区四车队,可核对（方向记录已匹配）,广州火车东站总站 ⇄ 天河儿童公园北门总站 / 天河儿童公园北门总站 ⇄ 广州火车东站总站
B21路,2,棠德花苑总站 ⇄ 革新路总站 / 革新路总站 ⇄ 棠德花苑总站,,,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,革新路总站 ⇄ 棠德花苑总站 / 棠德花苑总站③ ⇄ 革新路总站
B22路,2,五羊邨总站 ⇄ 广州科学城总站(长安村) / 广州科学城总站(长安村) ⇄ 五羊邨总站,,,巴士集团,可核对（方向记录已匹配）,广州科学城（长安村）总站 ⇄ 五羊邨总站 / 五羊邨总站 ⇄ 广州科学城（长安村）总站
B24路,2,车陂总站 ⇄ 黄埔低空经济创新中心总站 / 黄埔低空经济创新中心总站 ⇄ 车陂总站,06:30,21:30,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,黄埔低空经济创新中心总站 ⇄ 车陂总站 / 车陂总站 ⇄ 黄埔低空经济创新中心总站
B25路,2,体育中心总站 ⇄ 大学城总站 / 大学城中部枢纽总站 ⇄ 体育中心(东行),,,巴士集团,可核对（方向记录已匹配）,星岛环北路总站 ⇄ 体育中心② / 体育中心② ⇄ 星岛环北路总站
B26路,2,凌塘村总站 ⇄ 护林路东总站 / 护林路东总站 ⇄ 凌塘村总站,,,巴士集团,可核对（方向记录已匹配）,凌塘村总站 ⇄ 护林路东总站 / 护林路东总站 ⇄ 凌塘村总站
B28路,2,保税区总站 ⇄ 地铁鱼珠站总站 / 地铁鱼珠站总站 ⇄ 保税区总站,06:00,22:00,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,保税区（酒博城）总站 ⇄ 地铁鱼珠站总站 / 地铁鱼珠站总站 ⇄ 保税区（酒博城）总站
B29路,2,博汇商业区总站 ⇄ 奥林匹克体育中心总站 / 奥林匹克体育中心总站 ⇄ 博汇商业区总站,06:30,21:30,广州巴士集团有限公司第三分公司东片区四车队,可核对（方向记录已匹配）,博汇商业区总站 ⇄ 奥林匹克体育中心总站 / 奥林匹克体育中心总站 ⇄ 博汇商业区总站
B2路,2,东圃总站 ⇄ 广州火车站总站 / 广州火车站总站 ⇄ 东圃总站,06:00,22:50,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,广州火车站（草暖公园）总站 ⇄ 东圃总站 / 东圃总站 ⇄ 广州火车站（草暖公园）总站
B2A路,2,广州火车站总站 ⇄ 汇彩路总站 / 汇彩路总站 ⇄ 广州火车站总站,06:00,22:00,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,广州火车站（草暖公园）总站 ⇄ 汇彩路总站① / 汇彩路总站① ⇄ 广州火车站（草暖公园）总站
B30路,2,南岗万达广场总站 ⇄ 广纳院总站 / 广纳院总站 ⇄ 南岗万达广场总站,06:00,22:00,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,南岗万达广场总站 ⇄ 护林路总站 / 护林路西总站 ⇄ 南岗万达广场总站
B31路,2,开发区(珠江嘉园)总站 ⇄ 黄埔东路(石化南路)总站 / 黄埔东路(石化南路)总站 ⇄ 开发区(珠江嘉园)总站,06:00,21:30,广州巴士集团有限公司第三分公司东片区四车队,可核对（方向记录已匹配）,永和开发区（珠江嘉园）总站 ⇄ 黄埔东路（石化南路）总站 / 黄埔东路（石化南路）总站 ⇄ 永和开发区（珠江嘉园）总站
B3路,2,汇彩路北总站 ⇄ 罗冲围总站 / 罗冲围总站 ⇄ 汇彩路北总站,05:50,22:30,广州第二巴士客运公司,可核对（方向记录已匹配）,罗冲围总站 ⇄ 汇彩路北总站 / 汇彩路北总站 ⇄ 罗冲围总站
B4路,2,天河智慧城核心区总站(高唐) ⇄ 广仁路总站 / 广仁路总站 ⇄ 天河智慧城核心区总站(高唐),,,巴士集团,可核对（方向记录已匹配）,广仁路总站① ⇄ 天河智慧城核心区（高唐）总站 / 天河智慧城核心区（高唐）总站 ⇄ 广仁路总站①
B4A路,2,华景新城总站 ⇄ 科学城(揽月路)总站 / 科学城总站(揽月路) ⇄ 华景新城总站,06:45,20:30,巴士集团,可核对（方向记录已匹配）,华景新城总站 ⇄ 科学城（揽月路）总站② / 科学城（揽月路）总站② ⇄ 华景新城总站
B4B路,1,沐陂村 ⇄ 沐陂村,06:15,21:30,巴士集团,可核对（方向记录已匹配）,沐陂村总站 ⇄ 沐陂村总站
B5路,2,宝岗大道总站 ⇄ 黄埔港总站 / 黄埔港总站 ⇄ 宝岗大道总站,,,第一巴士,可核对（方向记录已匹配）,宝岗大道总站 ⇄ 黄埔港总站① / 黄埔港总站① ⇄ 宝岗大道总站
B6路,2,体育中心(西行) ⇄ 同和路总站 / 同和路总站 ⇄ 体育中心,06:00,22:00,巴士集团,可核对（方向记录已匹配）,体育中心BRT总站3 ⇄ 同和路（蓝山花园）总站 / 同和路（蓝山花园）总站 ⇄ 体育中心BRT总站3
B6路快线,2,体育中心(西行) ⇄ 同和路总站 / 同和路总站 ⇄ 体育中心,06:00,22:00,巴士集团,可核对（方向记录已匹配）,体育中心BRT总站3 ⇄ 同和路（蓝山花园）总站 / 同和路（蓝山花园）总站 ⇄ 体育中心BRT总站3
B7路,2,海珠客运站总站 ⇄ 车陂总站 / 车陂总站 ⇄ 海珠客运站总站,,,巴士集团,可核对（方向记录已匹配）,车陂总站 ⇄ 海珠客运站总站 / 海珠客运站总站 ⇄ 车陂总站
B7路快线,2,海珠客运站总站 ⇄ 车陂总站 / 车陂总站 ⇄ 海珠客运站总站,,,巴士集团,可核对（方向记录已匹配）,车陂总站 ⇄ 海珠客运站总站 / 海珠客运站总站 ⇄ 车陂总站
B8路,2,宝岗大道总站 ⇄ 棠德花苑总站 / 棠德花苑总站 ⇄ 宝岗大道总站,,,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),可核对（方向记录已匹配）,棠德花苑总站① ⇄ 宝岗大道总站 / 宝岗大道总站 ⇄ 棠德花苑总站
B9路,2,华景新城总站 ⇄ 珠江南景园总站 / 珠江南景园总站 ⇄ 华景新城总站,06:00,22:30,广州巴士集团有限公司第三分公司西片区三车队,可核对（方向记录已匹配）,珠江南景园总站 ⇄ 华景新城总站 / 华景新城总站 ⇄ 珠江南景园总站
K314路,2,华侨城主题公园 ⇄ 市桥汽车站 / 市桥汽车站 ⇄ 华侨城主题公园,,,佛山顺德鸿运客运公司,可核对（方向记录已匹配）,华侨城主题公园 ⇄ 市桥汽车站 / 市桥汽车站 ⇄ 华侨城主题公园
37路/南37路,2,东涌地铁站总站 ⇄ 东涌湖公交总站 / 东涌湖公交总站 ⇄ 东涌地铁站总站,07:00,20:00,创大公司,同名但站点差异大（疑似线路调整）,赤沙（广东财经大学）总站 ⇄ 东山口总站 / 东山口总站 ⇄ 赤沙（广东财经大学）总站
40路/南40路,2,大岗公交总站 ⇄ 新兴村委总站 / 新兴村委总站 ⇄ 大岗公交总站,06:00,18:00,广州南沙润信客运公司,同名但站点差异大（疑似线路调整）,东山（署前路）总站 ⇄ 广医附属中医院总站 / 广医附属中医院总站 ⇄ 东山（署前路）总站
从901路,2,从化汽车站总站 ⇄ 楼星村委 / 楼星村委 ⇄ 从化汽车站,07:30,16:00,广州从化客运公司,同名但站点差异大（疑似线路调整）,玲洲 ⇄ 楼星村委 / 楼星村委 ⇄ 玲洲
从902路,2,从化汽车站总站 ⇄ 横岭八队(横岭村委路口) / 横岭八队(横岭村委路口) ⇄ 从化汽车站总站,,,广州从化客运公司,同名但站点差异大（疑似线路调整）,民乐村委 ⇄ 横岭村八队（横岭村委路口） / 横岭村八队（横岭村委路口） ⇄ 民乐村委
从907路,2,沙迳村委 ⇄ 鳌头客运站 / 鳌头客运站 ⇄ 沙迳村委,,,公汽,同名但站点差异大（疑似线路调整）,鳌头公交总站 ⇄ 沙迳村委站 / 沙迳村委站 ⇄ 鳌头公交总站
从911路,2,下西村委 ⇄ 鳌头客运站 / 鳌头客运站 ⇄ 下西村委,,,,同名但站点差异大（疑似线路调整）,鳌头公交总站 ⇄ 下西村委 / 下西村委 ⇄ 鳌头公交总站
番155路,1,沙北村总站 ⇄ 沙北村总站,,,,同名但站点差异大（疑似线路调整）,沙北村总站 ⇄ 沙北村总站
番63路,1,化龙车站 ⇄ 化龙车站,,,广州第二巴士客运公司(广州第二客运公司番禺分公司),同名但站点差异大（疑似线路调整）,化龙车站 ⇄ 化龙车站
番92路/番92路,2,长线)旅游专线(市桥汽车站 ⇄ 莲花山车站 / 长线)旅游专线(莲花山车站 ⇄ 市桥汽车站,,,广州锦信客运公司,同名但站点差异大（疑似线路调整）,市桥汽车站总站 ⇄ 地铁石碁站 / 地铁石碁站 ⇄ 市桥汽车站总站
南沙K6路,2,蕉门公交总站 ⇄ 富民商务中心 / 富民商务中心 ⇄ 蕉门公交总站,05:30,20:30,广州巴士集团南沙巴士有限公司,同名但站点差异大（疑似线路调整）,蕉门公交总站 ⇄ 富民商务中心公交站（政务服务中心） / 富民商务中心公交站（政务服务中心） ⇄ 蕉门公交总站
增城16路,2,增城广场地铁总站 ⇄ 白水寨总站 / 白水寨总站 ⇄ 增城广场地铁总站,,,广州粤运客运公司,同名但站点差异大（疑似线路调整）,增城广场地铁总站 ⇄ 白水寨总站 / 白水寨总站 ⇄ 增城广场地铁总站
增城53路,2,花山村 ⇄ 西河村 / 西河村 ⇄ 花山村,07:30,16:10,广州二汽客运公司增城分公司,同名但站点差异大（疑似线路调整）,花山村 ⇄ 西河村 / 西河村 ⇄ 花山村
12A路环线,1,万科四季花城总站 ⇄ 万科四季花城总站,,,广州第一巴士客运公司,车来了未收录（可能停运/改名/未收录）,
181路,2,坑口地铁站总站 ⇄ 景泰坑总站 / 景泰坑临时总站 ⇄ 坑口地铁站总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
18路,2,体育中心 ⇄ 赤沙总站 / 赤沙总站 ⇄ 体育中心,,,第一巴士,车来了未收录（可能停运/改名/未收录）,
19路直达快线,2,广州城市理工学院 ⇄ 百寿南路 / 百寿南路 ⇄ 广州城市理工学院,,,广州花都集团,车来了未收录（可能停运/改名/未收录）,
201路,2,先烈南路总站 ⇄ 犀牛角村总站 / 犀牛角村总站 ⇄ 先烈南路总站,,,广州巴士集团有限公司第二分公司一车队,车来了未收录（可能停运/改名/未收录）,
209路,2,坦尾总站 ⇄ 广州火车东站总站 / 广州火车东站总站 ⇄ 坦尾总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
238路,2,康王路总站(上下九) ⇄ 石井潭村总站 / 石井潭村总站 ⇄ 康王路总站(上下九),,,广州第一巴士客运公司(广州新穗巴士客运公司),车来了未收录（可能停运/改名/未收录）,
257路,2,天河客运站总站 ⇄ 广州火车站总站 / 广州火车站总站 ⇄ 天河客运站总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
285路无轨电车短线,2,云台花园总站 ⇄ 江湾桥南 / 江湾桥南 ⇄ 云台花园总站,,,,车来了未收录（可能停运/改名/未收录）,
303A路,2,广州南站总站 ⇄ 琶洲塔公交总站 / 琶洲塔公交总站 ⇄ 广州南站总站,,,广州番广客运公司,车来了未收录（可能停运/改名/未收录）,
307路/佛307路,2,榄核公交总站 ⇄ 科目二考场 / 科目二考场 ⇄ 榄核公交总站,06:30,22:00,佛山顺德顺汽客运公司,车来了未收录（可能停运/改名/未收录）,
310路高峰短线,2,南浦岛总站 ⇄ 地铁大石站总站 / 地铁大石总站 ⇄ 南浦岛总站,,,广州公交集团(广州番广客运公司),车来了未收录（可能停运/改名/未收录）,
314路,2,宝墨园总站 ⇄ 顺德客运总站 / 顺德客运总站 ⇄ 番禺宝墨园,06:30,22:00,佛山顺德鸿运客运公司,车来了未收录（可能停运/改名/未收录）,
328路支线,2,天鹅谷总站 ⇄ 萝岗中医院 / 萝岗中医院 ⇄ 天鹅谷总站,,,,车来了未收录（可能停运/改名/未收录）,
32路,2,华工大总站 ⇄ 黄石路总站 / 黄石路总站 ⇄ 华工大总站,,,广州公交集团一汽巴士客运公司,车来了未收录（可能停运/改名/未收录）,
332路,1,长江路总站 ⇄ 长江路总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
333A路,2,天鹿湖老年人护理中心总站 ⇄ 联和总站(惠联路) / 联和总站(惠联路) ⇄ 天鹿湖老年人护理中心总站,,,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),车来了未收录（可能停运/改名/未收录）,
345A路,2,天河客运站总站 ⇄ 永和贤江总站 / 永和贤江总站 ⇄ 天河客运站总站,,,广州第三巴士客运公司,车来了未收录（可能停运/改名/未收录）,
363路,2,广州火车东站总站 ⇄ 穗港码头总站 / 穗港码头总站 ⇄ 广州火车东站总站,06:30,20:00,广州第三巴士客运公司(广州珍宝(白马)巴士客运公司),车来了未收录（可能停运/改名/未收录）,
374路,2,湖山国际公交总站 ⇄ 黄埔体育中心总站 / 黄埔体育中心总站 ⇄ 湖山国际公交总站,07:00,21:00,广州第三巴士客运公司,车来了未收录（可能停运/改名/未收录）,
390路,2,华坑生态村总站 ⇄ 科学城南部公交场总站 / 科学城南部公交场总站 ⇄ 华坑生态村总站,,,广州第三巴士(广州第三客运公司),车来了未收录（可能停运/改名/未收录）,
391A路,2,保利爱特城总站 ⇄ 开达路北总站 / 开达路北总站 ⇄ 保利爱特城总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
396A路环线,1,永和贤江总站 ⇄ 永和贤江总站,,,广州第三巴士客运公司;广州珍宝巴士客运公司,车来了未收录（可能停运/改名/未收录）,
397路短线快线,2,丹水坑风景区总站 ⇄ 南岗站 / 南岗 ⇄ 丹水坑风景区总站,,,,车来了未收录（可能停运/改名/未收录）,
401路,1,员村同乐花园总站 ⇄ 员村同乐花园总站,07:00,21:30,广州公交集团一汽巴士客运公司,车来了未收录（可能停运/改名/未收录）,
406路环线,1,穗园小区总站 ⇄ 穗园小区总站,,,广州公交集团一汽巴士客运公司,车来了未收录（可能停运/改名/未收录）,
408A路,1,广医附属中医院总站 ⇄ 广医附属中医院总站,07:00,21:30,第一巴士,车来了未收录（可能停运/改名/未收录）,
420路,1,悦云路口总站 ⇄ 悦云路口总站,06:30,23:00,广州第二巴士客运公司,车来了未收录（可能停运/改名/未收录）,
423路环线,1,大冈村总站 ⇄ 大冈村总站,06:30,22:00,第二巴士,车来了未收录（可能停运/改名/未收录）,
426路环线,1,汇侨路总站 ⇄ 汇侨路总站,06:40,22:15,广州第二巴士客运公司,车来了未收录（可能停运/改名/未收录）,
429路循环线,1,金沙洲(涛乐街)总站 ⇄ 金沙洲(涛乐街)总站,,,广州第二巴士客运公司,车来了未收录（可能停运/改名/未收录）,
42路,1,白沙总站 ⇄ 白沙(中海金沙湾)总站,,,广州公交集团一汽巴士客运公司,车来了未收录（可能停运/改名/未收录）,
445路环线,1,健康港总站 ⇄ 健康港总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
448路,2,奥林匹克体育中心总站 ⇄ 科林路总站 / 科林路总站 ⇄ 奥林匹克体育中心总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
453路环线,1,鹿鸣山总站 ⇄ 鹿鸣山总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
453A路,1,沿河路总站 ⇄ 沿河路总站,,,巴士集团,车来了未收录（可能停运/改名/未收录）,
454路环线,1,富力悦禧花园总站 ⇄ 富力悦禧花园总站,07:00,21:00,广州第一巴士客运公司(广州电车客运公司),车来了未收录（可能停运/改名/未收录）,
456路环线,1,九龙镇政府总站 ⇄ 九龙镇政府总站,07:00,21:00,,车来了未收录（可能停运/改名/未收录）,
459路,2,地铁大沙地站总站 ⇄ 火村东总站 / 火村东总站 ⇄ 地铁大沙地站总站,06:45,22:00,巴士集团,车来了未收录（可能停运/改名/未收录）,
462路,2,侨诚花园总站 ⇄ 逸景西路总站 / 逸景西路总站 ⇄ 侨诚花园总站,,,第一巴士,车来了未收录（可能停运/改名/未收录）,
463路,1,大塘西总站(敦和) ⇄ 大塘西总站(敦和),,,广州第一巴士客运公司(广州公交集团一汽巴士客运公司),车来了未收录（可能停运/改名/未收录）,
470路,1,机场路总站 ⇄ 机场路总站,,,广州第二巴士客运公司,车来了未收录（可能停运/改名/未收录）,
