所属站,站组ID,分站名,平台ID,分站编号,车来了分站,经度,纬度,经停线路
小石马,小石马,小石马站,BV09332895,,小石马,113.244704,23.257551,523路、58A路、756路、977路
小塘北路,小塘北路,小塘北路,BV10018879,,小塘北路,113.203914,23.281474,723路
小塘车站,小塘车,小塘车站,BV10252307,,小塘车站,112.976650,23.100270,佛263路
小乌站,小乌,小乌站,BV10023179,,小乌,113.420142,22.881271,南36路、番150路
小乌村站,小乌村,小乌村站,BV10499778,,小乌村,113.423446,22.862132,南50路、南沙54路、番143路、番150B路
小乌第二工业区站,小乌第二工业区,小乌第二工业区站,BV10023178,,小乌第二工业区,113.413003,22.884098,南36路、番150路
小新塘,小新塘,小新塘,BV09005206,,小新塘,113.408765,23.165815,325路、497路、548路、564A路、564路、573路、774路、776路、903路、B26路、B4A路、B4路、夜100路、夜38路、夜51路、夜93路
小学北路东,小学北路东,小学北路东站,BV09237614,,小学北路东,113.607463,23.295585,370路
小洲,小洲,小洲,BV11689633,,小洲,113.352607,23.065356,252路、361路、468路
小洲村,小洲村,小洲村,BV10021835,,小洲村,113.350129,23.062001,252路、361路、468路
小洲村口,小洲村口,小洲村口,BV10018555,,小洲村口,113.350169,23.058944,252路、35路、361路、764路、86路、997路、夜128路
小洲村口总站,小洲村口总,小洲村口总站,BV11471863,,小洲村口总站,113.350052,23.058945,夜55路
小洲东路,小洲东路,小洲东路,BV11483379,,小洲东路（海珠湿地公园）,113.342750,23.059302,764路
小洲路东,小洲路东,小洲路东,BV11520709,,小洲路东,113.361442,23.057072,252路、35路、361路、86路、997路、夜128路
小洲南路,小洲南路,小洲南路,BV10022189,,小洲南路,113.348847,23.058463,468路
小洲总站,小洲总,小洲总站,BV10022287,,小洲总站,113.352616,23.065317,45路
晓港湾,晓港湾,晓港湾,BV11688514,,晓港湾,113.287822,23.075253,129路、263路、273路、287路、35路、5路、70路、780路、82路、夜102路、夜24路、夜33路、夜44路、夜4路、广276路
晓港湾(盈丰路),晓港湾(盈丰路),晓港湾(盈丰路),BV10013868,,晓港湾（盈丰路）,113.293209,23.071730,263路、546路、766路环线、836路、960路、991路、广276路
晓港湾总站,晓港湾总,晓港湾总站,BV10018550,,晓港湾总站,113.290434,23.071678,273路、287路
晓港西马路,晓港西马路,晓港西马路,BV11487919,,晓港西马路,113.277080,23.094037,460路
晓港新村,晓港新村,晓港新村,BV09079557,,晓港新村,113.278863,23.095471,129路、263路、273路、287路、35路、460路、542路、5路、70路、967路、夜102路、夜24路、夜43路、夜4路、广276路
晓港中马路,晓港中马路,晓港中马路,BV10018252,2,晓港中马路,113.279015,23.093299,253路、35路、460路、542路、812路、82路、夜33路、夜43路、夜44路
协和神学院,协和神学院,协和神学院,BV10014203,,协和神学院,113.304833,23.251188,924路、926路、夜62路
谢边,谢边,谢边,BV10252541,,谢边,113.098890,23.078825,佛236路、佛251路
谢村,谢村,谢村,BV11688784,,谢村,113.308740,22.985018,288路、301路、番100路、番109路、番13路、番25路、番91路、番96路
谢岗,谢岗,谢岗,BV11508116,,谢岗,113.516731,23.427430,从804路
谢石公路(汉溪大道东路口),谢石公路(汉溪大道东路口),谢石公路(汉溪大道东路口),BV11614781,,谢石公路（汉溪大道东路口）,113.285747,22.995603,番100路
谢石公路(汉溪大道东路口),谢石公路(汉溪大道东路口),谢石公路,BV11621453,,谢石公路（汉溪大道东路口）,113.285569,22.995672,番100路
谢石公路中,谢石公路中,谢石公路中,BV11621454,,谢石公路中,113.280869,22.997597,番100路
谢屋村,谢屋村,谢屋村,BV10387113,,谢屋村,113.742005,23.224508,增城14路、增城9路
蟹坑村,蟹坑村,蟹坑村站,BV11632874,,蟹坑村,113.193913,23.195234,广657路、广夜91路
蟹山,蟹山,蟹山,BV11692468,,蟹山,113.428170,23.099143,344路、348路、360路
蟹山西,蟹山西,蟹山西,BV10021325,,蟹山西,113.429504,23.101268,360路
蟹庄村,蟹庄村,蟹庄村,BV11333204,,蟹庄村,113.482826,23.374075,826路
蟹庄村口,蟹庄村口,蟹庄村口,BV10013854,,蟹庄村口,113.493152,23.375037,457路、650路、夜126路、夜131路
蟹庄村总站,蟹庄村总,蟹庄村总站,BV10013853,,蟹庄村总站,113.479990,23.373544,457路
心和村站,心和村,心和村站,BV11375037,,心和村,113.056930,23.416646,花68路
心岭村,心岭村,心岭村,BV11451060,,心岭村,113.644978,23.347816,增城54路
心谊路,心谊路,心谊路,BV10013703,,心谊路,113.251234,23.171614,268路、32路、475路、58A路、58路、63路、752路、807A路、夜105路
辛庄,辛庄,辛庄,BV10601259,,辛庄,113.274125,23.080039,夜16路
欣荣路口站,欣荣路口,欣荣路口站,BV10014940,,欣荣路口,113.388878,22.790650,南47路、南沙58路、南沙65路、番142路
新安,新安,新安,BV11627692,,新安,113.518585,23.526634,从808路
新安路,新安路,新安路站,BV11483395,,新安路,113.555863,23.207032,365路、394路
新安路(摇田河大街口),新安路(摇田河大街口),新安路(摇田河大街口),BV11488846,,新安路（摇田河大街口）,113.554158,23.199189,330路、341路、365路、394路、B31路、夜52路、夜60路、永和便民02线
新安路南,新安路南,新安路南,BV09070813,,新安路南,113.551653,23.192734,365路、506路、948路、夜52路
新湴路,新湴路,新湴路,BV11522303,,新湴路,113.460319,23.422584,738路
新湴路口,新湴路口,新湴路口,BV11522310,,新湴路口,113.463196,23.419064,738路
新材料C区,新材料C区,新材料C区,BV10796594,,新材料C区,113.175892,23.217370,里14路
新岑四路,新岑四路,新岑四路,BV09189956,,新岑四路,113.399770,23.167863,491路
新城广场,新城广场,新城广场站,BV11400674,,新城广场,113.580423,23.542904,从1路东线、从1路西线、从20路、从4路、从5路、从5路长线、从7路、从夜1路、从4路快线
新城路,新城路,新城路,BV09115206,,,113.297002,22.825720,307路/佛307路
新城派出所,新城派出所,新城派出所,BV10017865,,新城派出所,113.585408,23.546960,从3路、从3路夜班
新城市场,新城市场,新城市场,BV11451014,,新城市场,113.582231,23.185505,增城21路
新村,新村#1,新村站,BV10573526,,,112.952279,23.371366,655A线、655B路、655路
新村,新村#2,新村,BV11619414,,新村,113.290439,23.253932,926路
新村,新村#3,新村,BV11619416,,新村,113.977173,23.845630,从502路
新村,新村#4,新村,BV11619413,,新村,113.543530,23.393703,从809路
新村,新村#5,新村,BV09269063,,,113.521901,22.708660,南10路
新村,新村#6,新村,BV11619415,,新村,113.497160,22.912063,番149路
新村村委,新村村委,新村村委,BV11399877,,新村村委,113.440684,23.675685,从407路
新村党建公园,新村党建公园,新村党建公园,BV09397670,,,113.281237,23.255225,嘉禾5线
新村居委会,新村居委会,新村居委会,BV11600166,,新村居委会,113.291744,23.253487,嘉禾5线
新村路口,新村路口,新村路口,BV11578750,,新村路口,113.579967,23.551622,从1路东线、从1路西线、从3路、从3路夜班、从9路
新村一巷,新村一巷,新村一巷,BV10017609,,新村一巷,113.498039,23.336139,342路
新堤路中,新堤路中,新堤路中,BV11468513,,,113.121474,23.041883,桂23路
新队站,新队,新队站,BV10641076,,,113.329951,22.865341,南41路
新丰路(布岭村),新丰路(布岭村),新丰路(布岭村)站,BV09368639,,新丰路（布岭村）,113.548541,23.209254,330A路、341路、394路、455路、942路、夜52路、夜60路、永和便民01线
新丰路口站(永顺大道),新丰路口站(永顺大道),新丰路口2,BV09209215,2,新丰路口,113.544863,23.202181,327A路、330A路、330路、396路、446路、942路、夜60路、永和便民01线、永和便民02线
新丰路口站(永顺大道),新丰路口站(永顺大道),新丰路口1,BV09235566,1,,113.543282,23.202002,330路、446路、942路、永和便民02线
新丰路口站(永顺大道),新丰路口站(永顺大道),新丰路口站(永顺大道),BV09287310,2,新丰路口②,113.543282,23.202002,夜60路
新丰路口站(永顺大道),新丰路口站(永顺大道),新丰路口站,BV11688330,2,新丰路口②,113.542770,23.202401,396路、455路、夜60路
新丰路中(禾丰新村),新丰路中(禾丰新村),新丰路中(禾丰新村),BV11445252,,新丰路中（禾丰新村）,113.550547,23.213579,330A路、942路、夜52路
新丰路中(禾丰新村),新丰路中(禾丰新村),新丰路中,BV11630343,,新丰路中（禾丰新村）,113.550547,23.213579,341路、夜60路、永和便民01线
新福大道中,新福大道中,新福大道中站,BV09237616,,新福大道中,113.595960,23.293007,370路
新港东路东站,新港东路东,新港东路东站,BV09403108,,新港东路东,113.396406,23.095154,137路、262路、762路、夜66路
新港路口站,新港路口,新港路口站,BV10016466,,新港路口,113.548796,22.763668,南27路、南夜4路、南沙13路、南沙54路
新光快速,新光快速,新光快速,BV09303449,,新光快速（保利鸿悦花园）,113.344730,22.981744,番30路
新广场,新广场,新广场,BV10676452,,新广场,113.358886,22.936415,番1路、番20B路、番2路、番9路、番9路长线
新桂路,新桂路,新桂路,BV10017539,,新桂路,113.482517,23.161488,335路、940路、夜98路
新桂路南,新桂路南,新桂路南,BV10017538,,新桂路南,113.482123,23.157732,335路
新海村卫生站,新海村卫生,新海村卫生站,BV10016569,,新海村卫生站,113.509433,22.861991,南沙15路
新海村总站,新海村总,新海村总站,BV10024010,,,113.512266,22.865007,南沙15路
新好景,新好景,新好景,BV11688080,,新好景,113.596975,23.124823,214路、379路、571A路、571B路、增城23路、增城24路、增城25路、增城26路、增城28路、增城32路内环、增城32路外环、增城35路、增城45路、增夜4路、莞615路、增城26A路
新和,新和,新和,BV11388333,,新和,113.460645,23.415325,650路、714路、738路、从5路长线、从805路、夜116路
新和北路北,新和北路北,新和北路北,BV09245557,,新和北路北,113.628725,23.191220,增城40路
新和北路中,新和北路中,新和北路中,BV11484605,,新和北路中,113.626839,23.181474,增城21路、增城40路、增城46路
新和村,新和村#1,新和村,BV10017219,,新和村（三东）,113.253657,23.411704,花16路
新和村,新和村#2,新和村,BV10683654,,,113.247169,23.418579,花18路
新和地铁站,新和地铁,新和地铁站,BV11623812,,新和地铁站,113.460645,23.415325,从805路
新和南路,新和南路,新和南路,BV10024161,,新和南路,113.633322,23.164808,增城20路、增城44路、增城64路
新河路北,新河路北,新河路北,BV09175894,,新河路北,113.606388,23.161742,增城40路
新河浦路,新河浦路,新河浦路,BV10022598,,新河浦路,113.289474,23.121041,811路、813路
新鸿花园,新鸿花园,新鸿花园,BV10021647,,新鸿花园,113.311370,23.107144,11路、121A路、121路、204路、468路、93路、夜42路、夜66路、旅游公交2线、旅游观光1线
新鸿基市场站,新鸿基市场,新鸿基市场站,BV10017144,,新鸿基市场,113.503057,22.822352,南55路、南沙12路、南沙15路、南沙49路、南沙54路、南沙61路短线
新湖大厦,新湖大厦,新湖大厦,BV09005847,,新湖大厦,113.209991,23.379462,702路、713路、花10路、花17路联民村、花21路、花21路夜班
新华站,新华,新华站,BV11115230,,新华,113.616592,23.594484,从11路、从12路、从14路、从19路、从4路、从4路快线
新华工业区,新华工业区,新华工业区,BV09206741,1,新华工业区,113.168198,23.399719,花68路
新华工业区,新华工业区,新华工业区1,BV11547976,1,新华工业区①,113.167947,23.399875,花22路、花2路、花68路、花68路白坭班车、花68路短线、花80路、花都113路
新华工业区,新华工业区,新华工业区2,BV11554334,2,新华工业区,113.164694,23.399733,花21路、花21路夜班、花80路
新华街道办,新华街道办,新华街道办站,BV09001426,,新华街道办,113.208041,23.372538,706路、夜87路、花63路、花63路短线、花68路、花68路白坭班车、花68路短线、花73路、花75A路、花8路、703路
新华市场,新华市场,新华市场,BV09133871,,新华市场,113.203977,23.378973,706路、夜87路、花37路、花63路、花63路短线、花68路、花68路白坭班车、花68路短线、花6路、花73路、花8路、703路
新华影院,新华影院,新华影院,BV10435175,,新华影院,113.204242,23.375927,花8路
新华中学,新华中学,新华中学,BV09404941,,新华中学,113.213006,23.382229,夜92路、花1路、花6路、花76路、花84路
新惠路中,新惠路中,新惠路中,BV09370050,,新惠路中,113.599852,23.190884,455路
新基村总站,新基村总,新基村总站,BV10023399,,新基村总站,113.359807,23.029660,番71路
新滘东立交,新滘东立交,新滘东立交,BV09020456,,新滘东立交站,113.364571,23.089306,250路、264A路、264路、761路、762路、764路、801路、夜33路
新滘东路东,新滘东路东,新滘东路东站,BV10639694,,新滘东路东,113.361974,23.088577,250路、264A路、264路、761路、762路、764路、801路、夜33路、高峰快线74路
新滘东路中,新滘东路中,新滘东路中,BV11617211,,新滘东路中,113.342416,23.083190,14路、206路、250路、252路、264路、270路、37路、45路、761路、762路、764路、801路、夜33路、夜56路、夜6路、夜8路、高峰快线74路
新滘东路总站,新滘东路总,新滘东路总站,BV10407112,,,113.351537,23.085923,206路
新滘东路总站(龙潭村),新滘东路总站(龙潭村),新滘东路总站(龙潭村),BV10388638,,,113.331663,23.080833,夜6路
新滘东隧道口,新滘东隧道口,新滘东隧道口,BV10022462,,新滘东隧道口,113.368149,23.092149,762路、764路
新滘西路(瑞宝村),新滘西路(瑞宝村),新滘西路(瑞宝村),BV11011359,,新滘西路（瑞宝村）,113.293544,23.080574,583路、761路
新滘西路口,新滘西路口,新滘西路口站,BV09243519,2,新滘西路口②,113.275947,23.072648,230路、288路、303路、309路、546路、551路、59路、75路、761路、9路、夜24路、夜55路
新滘西路口,新滘西路口,新滘西路口2,BV09360317,2,新滘西路口②,113.275947,23.072648,180路、221路、288路、303路、309路、546路、59路、761路、夜24路、夜55路
新滘西路西,新滘西路西,新滘西路西,BV09242688,,新滘西路西,113.277711,23.075627,469路、583路、761路、786路
